HistoricalCode,BfsCode,ValidFrom,ValidTo,Level,Parent,Name,ShortName,Inscription,Radiation,Rec_Type_fr,Rec_Type_de
14553,5760,01.09.2006,,3,10276,Rances,Rances,2603,,,
14563,5925,01.09.2006,,3,10276,Orzens,Orzens,2702,,,
14569,5759,01.09.2006,,3,10276,Premier,Premier,2602,,,
14572,5566,01.09.2006,,3,10276,Provence,Provence,2458,,,
14579,5926,01.09.2006,,3,10276,Pomy,Pomy,2703,,,
14591,5568,01.09.2006,,3,10276,Sainte-Croix,Sainte-Croix,2460,,,
14595,5762,01.09.2006,,3,10276,Sergey,Sergey,2605,,,
14617,5564,01.09.2006,,3,10276,Novalles,Novalles,2456,,,
14621,5755,01.09.2006,,3,10276,Lignerolle,Lignerolle,2598,,,
14627,5750,01.09.2006,,3,10276,Les Clées,Les Clées,2594,,,
14633,5562,01.09.2006,,3,10276,Mauborget,Mauborget,2454,,,
14634,5919,01.09.2006,,3,10276,Mathod,Mathod,2696,,,
14643,5754,01.09.2006,,3,10276,Juriens,Juriens,2597,,,
14646,5872,01.09.2006,,3,10276,Le Chenit,Le Chenit,2667,,,
14648,5873,01.09.2006,,3,10276,Le Lieu,Le Lieu,2668,,,
14653,5741,01.09.2006,,3,10276,L'Abergement,L'Abergement,2585,,,
14654,5871,01.09.2006,,3,10276,L'Abbaye,L'Abbaye,2666,,,
14655,5758,01.09.2006,,3,10276,La Praz,La Praz,2601,,,
14661,5563,01.09.2006,,3,10276,Mutrux,Mutrux,2455,,,
14671,5924,01.09.2006,,3,10276,Orges,Orges,2701,,,
14672,5565,01.09.2006,,3,10276,Onnens (VD),Onnens (VD),2457,,,
14673,5757,01.09.2006,,3,10276,Orbe,Orbe,2600,,,
14678,5921,01.09.2006,,3,10276,Molondin,Molondin,2698,,,
14689,5756,01.09.2006,,3,10276,Montcherand,Montcherand,2599,,,
14691,5922,01.09.2006,,3,10276,Montagny-près-Yverdon,Montagny-près-Yverdon,2699,,,
14699,5914,01.09.2006,,3,10276,Ependes (VD),Ependes (VD),2691,,,
14725,5561,01.09.2006,,3,10276,Grandson,Grandson,2453,,,
14732,5560,01.09.2006,,3,10276,Grandevent,Grandevent,2452,,,
14741,5559,01.09.2006,,3,10276,Giez,Giez,2451,,,
14742,5556,01.09.2006,,3,10276,Fiez,Fiez,2448,,,
14751,5557,01.09.2006,,3,10276,Fontaines-sur-Grandson,Fontaines-sur-Grandson,2449,,,
14756,5903,01.09.2006,,3,10276,Bioley-Magnoux,Bioley-Magnoux,2680,,,
14759,5902,01.09.2006,,3,10276,Belmont-sur-Yverdon,Belmont-sur-Yverdon,2679,,,
14769,5748,01.09.2006,,3,10276,Bretonnières,Bretonnières,2592,,,
14773,5747,01.09.2006,,3,10276,Bofflens,Bofflens,2591,,,
14777,5551,01.09.2006,,3,10276,Bonvillars,Bonvillars,2443,,,
14778,5743,01.09.2006,,3,10276,Arnex-sur-Orbe,Arnex-sur-Orbe,2587,,,
14783,5742,01.09.2006,,3,10276,Agiez,Agiez,2586,,,
14785,5744,01.09.2006,,3,10276,Ballaigues,Ballaigues,2588,,,
14786,5746,01.09.2006,,3,10276,Bavois,Bavois,2590,,,
14787,5745,01.09.2006,,3,10276,Baulmes,Baulmes,2589,,,
14798,5554,01.09.2006,,3,10276,Concise,Concise,2446,,,
14804,5555,01.09.2006,,3,10276,Corcelles-près-Concise,Corcelles-près-Concise,2447,,,
14811,5909,01.09.2006,,3,10276,Cheseaux-Noréaz,Cheseaux-Noréaz,2686,,,
14820,5912,01.09.2006,,3,10276,Démoret,Démoret,2689,,,
14829,5911,01.09.2006,,3,10276,Cuarny,Cuarny,2688,,,
14831,5752,01.09.2006,,3,10276,Croy,Croy,2596,,,
14836,5910,01.09.2006,,3,10276,Cronay,Cronay,2687,,,
14843,5552,01.09.2006,,3,10276,Bullet,Bullet,2444,,,
14848,5553,01.09.2006,,3,10276,Champagne,Champagne,2445,,,
14857,5907,01.09.2006,,3,10276,Chavannes-le-Chêne,Chavannes-le-Chêne,2684,,,
14862,5908,01.09.2006,,3,10276,Chêne-Pâquier,Chêne-Pâquier,2685,,,
14864,5904,01.09.2006,,3,10276,Chamblon,Chamblon,2681,,,
14866,5764,01.09.2006,,3,10276,Vallorbe,Vallorbe,2607,,,
14868,5763,01.09.2006,,3,10276,Valeyres-sous-Rances,Valeyres-sous-Rances,2606,,,
14869,5933,01.09.2006,,3,10276,Valeyres-sous-Montagny,Valeyres-sous-Montagny,2710,,,
14870,5932,01.09.2006,,3,10276,Ursins,Ursins,2709,,,
14871,5934,01.09.2006,,3,10276,Valeyres-sous-Ursins,Valeyres-sous-Ursins,2711,,,
14873,5765,01.09.2006,,3,10276,Vaulion,Vaulion,2608,,,
14878,5931,01.09.2006,,3,10276,Treycovagnes,Treycovagnes,2708,,,
14883,5935,01.09.2006,,3,10276,Villars-Epeney,Villars-Epeney,2712,,,
14896,5929,01.09.2006,,3,10276,Suchy,Suchy,2706,,,
14899,5930,01.09.2006,,3,10276,Suscévaz,Suscévaz,2707,,,
14903,5766,01.09.2006,,3,10276,Vuiteboeuf,Vuiteboeuf,2609,,,
14906,5937,01.09.2006,,3,10276,Vugelles-La Mothe,Vugelles-La Mothe,2714,,,
14912,5939,01.09.2006,,3,10276,Yvonand,Yvonand,2716,,,
15492,5571,01.07.2011,,3,10276,Tévenon,Tévenon,3273,,,
15497,5938,01.07.2011,,3,10276,Yverdon-les-Bains,Yverdon-les-Bains,3278,,,
15506,5905,01.01.2012,,3,10276,Champvent,Champvent,3288,,,
15507,5913,01.01.2012,,3,10276,Donneloye,Donneloye,3289,,,
16074,5749,01.01.2017,,3,10276,Chavornay,Chavornay,3576,,,
10277,2225,01.09.2006,,2,22,District de Lausanne,Lausanne,151,,,
14605,5592,01.09.2006,,3,10277,Romanel-sur-Lausanne,Romanel-sur-Lausanne,2474,,,
14644,5585,01.09.2006,,3,10277,Jouxtens-Mézery,Jouxtens-Mézery,2467,,,
14647,5587,01.09.2006,,3,10277,Le Mont-sur-Lausanne,Le Mont-sur-Lausanne,2469,,,
14649,5586,01.09.2006,,3,10277,Lausanne,Lausanne,2468,,,
14701,5584,01.09.2006,,3,10277,Epalinges,Epalinges,2466,,,
14810,5582,01.09.2006,,3,10277,Cheseaux-sur-Lausanne,Cheseaux-sur-Lausanne,2464,,,
10278,2226,01.09.2006,,2,22,District de Lavaux-Oron,Lavaux-Oron,151,,,
14545,5790,01.09.2006,,3,10278,Maracon,Maracon,2619,,,
14568,5588,01.09.2006,,3,10278,Paudex,Paudex,2470,,,
14573,5607,01.09.2006,,3,10278,Puidoux,Puidoux,2481,,,
14574,5590,01.09.2006,,3,10278,Pully,Pully,2472,,,
14584,5611,01.09.2006,,3,10278,Savigny,Savigny,2485,,,
14588,5610,01.09.2006,,3,10278,Saint-Saphorin (Lavaux),Saint-Saphorin (Lavaux),2484,,,
14602,5609,01.09.2006,,3,10278,Rivaz,Rivaz,2483,,,
14640,5606,01.09.2006,,3,10278,Lutry,Lutry,2480,,,
14697,5792,01.09.2006,,3,10278,Montpreveyres,Montpreveyres,2621,,,
14753,5604,01.09.2006,,3,10278,Forel (Lavaux),Forel (Lavaux),2478,,,
14760,5581,01.09.2006,,3,10278,Belmont-sur-Lausanne,Belmont-sur-Lausanne,2463,,,
14806,5601,01.09.2006,,3,10278,Chexbres,Chexbres,2475,,,
15493,5613,01.07.2011,,3,10278,Bourg-en-Lavaux,Bourg-en-Lavaux,3274,,,
15505,5799,01.01.2012,,3,10278,Servion,Servion,3287,,,
15687,5806,01.07.2016,,3,10278,Jorat-Mézières,Jorat-Mézières,3455,,,
16617,5805,01.01.2022,,3,10278,Oron,Oron,3960,,,
10279,2227,01.09.2006,,2,22,District de Morges,Morges,151,,,
14570,5643,01.09.2006,,3,10279,Préverenges,Préverenges,2508,,,
14578,5497,01.09.2006,,3,10279,Pompaples,Pompaples,2408,,,
14583,5437,01.09.2006,,3,10279,Saubraz,Saubraz,2370,,,
14586,5436,01.09.2006,,3,10279,Saint-Oyens,Saint-Oyens,2369,,,
14587,5646,01.09.2006,,3,10279,Saint-Prex,Saint-Prex,2511,,,
14594,5499,01.09.2006,,3,10279,Senarclens,Senarclens,2410,,,
14601,5435,01.09.2006,,3,10279,Saint-Livres,Saint-Livres,2368,,,
14606,5645,01.09.2006,,3,10279,Romanel-sur-Morges,Romanel-sur-Morges,2510,,,
14622,5638,01.09.2006,,3,10279,Lonay,Lonay,2503,,,
14636,5639,01.09.2006,,3,10279,Lully (VD),Lully (VD),2504,,,
14637,5640,01.09.2006,,3,10279,Lussy-sur-Morges,Lussy-sur-Morges,2505,,,
14650,5637,01.09.2006,,3,10279,Lavigny,Lavigny,2502,,,
14651,5474,01.09.2006,,3,10279,La Chaux (Cossonay),La Chaux (Cossonay),2385,,,
14652,5486,01.09.2006,,3,10279,L'Isle,L'Isle,2397,,,
14657,5498,01.09.2006,,3,10279,La Sarraz,La Sarraz,2409,,,
14668,5493,01.09.2006,,3,10279,Orny,Orny,2404,,,
14679,5431,01.09.2006,,3,10279,Mollens (VD),Mollens (VD),2364,,,
14681,5490,01.09.2006,,3,10279,Moiry,Moiry,2401,,,
14683,5488,01.09.2006,,3,10279,Mauraz,Mauraz,2399,,,
14686,5491,01.09.2006,,3,10279,Mont-la-Ville,Mont-la-Ville,2402,,,
14690,5642,01.09.2006,,3,10279,Morges,Morges,2507,,,
14695,5492,01.09.2006,,3,10279,Montricher,Montricher,2403,,,
14703,5636,01.09.2006,,3,10279,Etoy,Etoy,2501,,,
14716,5482,01.09.2006,,3,10279,Eclépens,Eclépens,2393,,,
14718,5633,01.09.2006,,3,10279,Echandens,Echandens,2498,,,
14730,5428,01.09.2006,,3,10279,Gimel,Gimel,2361,,,
14734,5484,01.09.2006,,3,10279,Gollion,Gollion,2395,,,
14736,5485,01.09.2006,,3,10279,Grancy,Grancy,2396,,,
14743,5427,01.09.2006,,3,10279,Féchy,Féchy,2360,,,
14746,5483,01.09.2006,,3,10279,Ferreyres,Ferreyres,2394,,,
14757,5425,01.09.2006,,3,10279,Bière,Bière,2358,,,
14763,5424,01.09.2006,,3,10279,Berolle,Berolle,2357,,,
14764,5426,01.09.2006,,3,10279,Bougy-Villars,Bougy-Villars,2359,,,
14770,5622,01.09.2006,,3,10279,Bremblens,Bremblens,2488,,,
14781,5621,01.09.2006,,3,10279,Aclens,Aclens,2487,,,
14782,5851,01.09.2006,,3,10279,Allaman,Allaman,2653,,,
14784,5423,01.09.2006,,3,10279,Ballens,Ballens,2356,,,
14814,5476,01.09.2006,,3,10279,Chevilly,Chevilly,2387,,,
14815,5628,01.09.2006,,3,10279,Chigny,Chigny,2493,,,
14816,5629,01.09.2006,,3,10279,Clarmont,Clarmont,2494,,,
14822,5632,01.09.2006,,3,10279,Denges,Denges,2497,,,
14824,5631,01.09.2006,,3,10279,Denens,Denens,2496,,,
14828,5477,01.09.2006,,3,10279,Cossonay,Cossonay,2388,,,
14830,5479,01.09.2006,,3,10279,Cuarnens,Cuarnens,2390,,,
14844,5623,01.09.2006,,3,10279,Buchillon,Buchillon,2489,,,
14853,5475,01.09.2006,,3,10279,Chavannes-le-Veyron,Chavannes-le-Veyron,2386,,,
14854,5481,01.09.2006,,3,10279,Dizy,Dizy,2392,,,
14874,5650,01.09.2006,,3,10279,Vaux-sur-Morges,Vaux-sur-Morges,2515,,,
14880,5649,01.09.2006,,3,10279,Tolochenaz,Tolochenaz,2514,,,
14882,5652,01.09.2006,,3,10279,Villars-sous-Yens,Villars-sous-Yens,2517,,,
14901,5654,01.09.2006,,3,10279,Vullierens,Vullierens,2519,,,
14907,5653,01.09.2006,,3,10279,Vufflens-le-Château,Vufflens-le-Château,2518,,,
14913,5655,01.09.2006,,3,10279,Yens,Yens,2520,,,
15494,5634,01.07.2011,,3,10279,Echichens,Echichens,3275,,,
16600,5422,01.01.2021,,3,10279,Aubonne,Aubonne,3943,,,
16612,5656,01.07.2021,,3,10279,Hautemorges,Hautemorges,3955,,,
10280,2228,01.09.2006,,2,22,District de Nyon,Nyon,151,,,
14558,5860,01.09.2006,,3,10280,Perroy,Perroy,2662,,,
14582,5725,01.09.2006,,3,10280,Prangins,Prangins,2577,,,
14598,5728,01.09.2006,,3,10280,Signy-Avenex,Signy-Avenex,2580,,,
14604,5861,01.09.2006,,3,10280,Rolle,Rolle,2663,,,
14613,5727,01.09.2006,,3,10280,Saint-Cergue,Saint-Cergue,2579,,,
14615,5434,01.09.2006,,3,10280,Saint-George,Saint-George,2367,,,
14624,5429,01.09.2006,,3,10280,Longirod,Longirod,2362,,,
14631,5430,01.09.2006,,3,10280,Marchissy,Marchissy,2363,,,
14638,5858,01.09.2006,,3,10280,Luins,Luins,2660,,,
14639,5731,01.09.2006,,3,10280,Le Vaud,Le Vaud,2583,,,
14658,5726,01.09.2006,,3,10280,La Rippe,La Rippe,2578,,,
14659,5724,01.09.2006,,3,10280,Nyon,Nyon,2576,,,
14680,5723,01.09.2006,,3,10280,Mies,Mies,2575,,,
14694,5859,01.09.2006,,3,10280,Mont-sur-Rolle,Mont-sur-Rolle,2661,,,
14704,5856,01.09.2006,,3,10280,Essertines-sur-Rolle,Essertines-sur-Rolle,2658,,,
14706,5716,01.09.2006,,3,10280,Eysins,Eysins,2568,,,
14711,5715,01.09.2006,,3,10280,Duillier,Duillier,2567,,,
14712,5855,01.09.2006,,3,10280,Dully,Dully,2657,,,
14726,5718,01.09.2006,,3,10280,Genolier,Genolier,2570,,,
14728,5722,01.09.2006,,3,10280,Grens,Grens,2574,,,
14731,5719,01.09.2006,,3,10280,Gingins,Gingins,2571,,,
14733,5721,01.09.2006,,3,10280,Gland,Gland,2573,,,
14735,5720,01.09.2006,,3,10280,Givrins,Givrins,2572,,,
14739,5857,01.09.2006,,3,10280,Gilly,Gilly,2659,,,
14750,5717,01.09.2006,,3,10280,Founex,Founex,2569,,,
14761,5704,01.09.2006,,3,10280,Begnins,Begnins,2556,,,
14775,5706,01.09.2006,,3,10280,Borex,Borex,2558,,,
14776,5705,01.09.2006,,3,10280,Bogis-Bossey,Bogis-Bossey,2557,,,
14779,5701,01.09.2006,,3,10280,Arnex-sur-Nyon,Arnex-sur-Nyon,2553,,,
14788,5703,01.09.2006,,3,10280,Bassins,Bassins,2555,,,
14794,5712,01.09.2006,,3,10280,Coppet,Coppet,2564,,,
14799,5711,01.09.2006,,3,10280,Commugny,Commugny,2563,,,
14809,5709,01.09.2006,,3,10280,Chéserex,Chéserex,2561,,,
14817,5710,01.09.2006,,3,10280,Coinsins,Coinsins,2562,,,
14835,5714,01.09.2006,,3,10280,Crassier,Crassier,2566,,,
14837,5852,01.09.2006,,3,10280,Bursinel,Bursinel,2654,,,
14840,5853,01.09.2006,,3,10280,Bursins,Bursins,2655,,,
14842,5854,01.09.2006,,3,10280,Burtigny,Burtigny,2656,,,
14858,5708,01.09.2006,,3,10280,Chavannes-des-Bois,Chavannes-des-Bois,2560,,,
14859,5707,01.09.2006,,3,10280,Chavannes-de-Bogis,Chavannes-de-Bogis,2559,,,
14879,5730,01.09.2006,,3,10280,Trélex,Trélex,2582,,,
14892,5732,01.09.2006,,3,10280,Vich,Vich,2584,,,
14894,5862,01.09.2006,,3,10280,Tartegnin,Tartegnin,2664,,,
14897,5729,01.09.2006,,3,10280,Tannay,Tannay,2581,,,
14916,5863,01.09.2006,,3,10280,Vinzel,Vinzel,2665,,,
15652,5702,01.05.2014,,3,10280,Arzier-Le Muids,Arzier-Le Muids,3427,,,
16609,5713,01.01.2021,,3,10280,Crans (VD),Crans (VD),3952,,,
10281,2229,01.09.2006,,2,22,District de l'Ouest lausannois,Ouest lausannois,151,,,
14575,5589,01.09.2006,,3,10281,Prilly,Prilly,2471,,,
14580,5591,01.09.2006,,3,10281,Renens (VD),Renens (VD),2473,,,
14590,5648,01.09.2006,,3,10281,Saint-Sulpice (VD),Saint-Sulpice (VD),2513,,,
14721,5635,01.09.2006,,3,10281,Ecublens (VD),Ecublens (VD),2500,,,
14832,5583,01.09.2006,,3,10281,Crissier,Crissier,2465,,,
14860,5627,01.09.2006,,3,10281,Chavannes-près-Renens,Chavannes-près-Renens,2492,,,
14885,5651,01.09.2006,,3,10281,Villars-Sainte-Croix,Villars-Sainte-Croix,2516,,,
15651,5624,01.05.2014,,3,10281,Bussigny,Bussigny,3426,,,
10282,2230,01.09.2006,,2,22,District de la Riviera-Pays-d'Enhaut,Riviera-Pays-d'Enhaut,151,,,
14550,5886,01.09.2006,,3,10282,Montreux,Montreux,2674,,,
14609,5842,01.09.2006,,3,10282,Rossinière,Rossinière,2651,,,
14618,5843,01.09.2006,,3,10282,Rougemont,Rougemont,2652,,,
14642,5885,01.09.2006,,3,10282,Jongny,Jongny,2673,,,
14656,5889,01.09.2006,,3,10282,La Tour-de-Peilz,La Tour-de-Peilz,2676,,,
14802,5883,01.09.2006,,3,10282,Corseaux,Corseaux,2671,,,
14833,5884,01.09.2006,,3,10282,Corsier-sur-Vevey,Corsier-sur-Vevey,2672,,,
14845,5841,01.09.2006,,3,10282,Château-d'Oex,Château-d'Oex,2650,,,
14846,5882,01.09.2006,,3,10282,Chardonne,Chardonne,2670,,,
14872,5890,01.09.2006,,3,10282,Vevey,Vevey,2677,,,
14876,5891,01.09.2006,,3,10282,Veytaux,Veytaux,2678,,,
16618,5892,01.01.2022,,3,10282,Blonay - Saint-Légier,Blonay - Saint-Légier,3961,,,
23,23,12.09.1848,,1,,Valais / Wallis,VS,,,,
10013,2308,12.09.1848,,2,23,District de Monthey,Monthey,100,,,
10078,6158,12.09.1848,,3,10013,Vionnaz,Vionnaz,,,,
10372,6159,12.09.1848,,3,10013,Vouvry,Vouvry,,,,
10897,6156,12.09.1848,,3,10013,Troistorrents,Troistorrents,,,,
10933,6157,12.09.1848,,3,10013,Val-d'Illiez,Val-d'Illiez,,,,
11415,6151,12.09.1848,,3,10013,Champéry,Champéry,,,,
11596,6152,12.09.1848,,3,10013,Collombey-Muraz,Collombey-Muraz,,,,
12323,6153,12.09.1848,,3,10013,Monthey,Monthey,,,,
12863,6155,12.09.1848,,3,10013,Saint-Gingolph,Saint-Gingolph,,,,
13075,6154,12.09.1848,,3,10013,Port-Valais,Port-Valais,,,,
10029,2307,12.09.1848,,2,23,District de Martigny,Martigny,100,,,
10891,6142,01.01.1900,,3,10029,Trient,Trient,3737,,,
11850,6131,12.09.1848,,3,10029,Bovernier,Bovernier,,,,
12089,6133,12.09.1848,,3,10029,Fully,Fully,,,,
12663,6134,12.09.1848,,3,10029,Isérables,Isérables,,,,
12756,6137,01.01.1900,,3,10029,Martigny-Combe,Martigny-Combe,3737,,,
12767,6135,12.09.1848,,3,10029,Leytron,Leytron,,,,
12871,6140,12.09.1848,,3,10029,Saillon,Saillon,,,,
12917,6139,12.09.1848,,3,10029,Riddes,Riddes,,,,
13058,6141,12.09.1848,,3,10029,Saxon,Saxon,,,,
16602,6136,01.01.2021,,3,10029,Martigny,Martigny,3945,,,
10030,2306,12.09.1848,,2,23,Bezirk Leuk,Leuk,100,,,
10938,6116,12.09.1848,,3,10030,Varen,Varen,,,,
11720,6101,12.09.1848,,3,10030,Agarn,Agarn,,,,
11730,6102,12.09.1848,,3,10030,Albinen,Albinen,,,,
12307,6104,12.09.1848,,3,10030,Ergisch,Ergisch,,,,
12464,6112,12.09.1848,,3,10030,Oberems,Oberems,,,,
12656,6109,12.09.1848,,3,10030,Inden,Inden,,,,
12777,6111,12.09.1848,,3,10030,Leukerbad,Leukerbad,,,,
13035,6113,12.09.1848,,3,10030,Salgesch,Salgesch,,,,
14133,6117,01.10.2000,,3,10030,Guttet-Feschel,Guttet-Feschel,1933,,,
14959,6118,01.01.2009,,3,10030,Gampel-Bratsch,Gampel-Bratsch,2757,,,
15618,6110,01.01.2013,,3,10030,Leuk,Leuk,3397,,,
15619,6119,01.01.2013,,3,10030,Turtmann-Unterems,Turtmann-Unterems,3398,,,
10031,2305,12.09.1848,,2,23,District d'Hérens,Hérens,100,,,
10925,6089,12.09.1848,,3,10031,Vex,Vex,,,,
11666,6082,12.09.1848,,3,10031,Ayent,Ayent,,,,
12255,6083,12.09.1848,,3,10031,Evolène,Evolène,,,,
12298,6084,12.09.1848,,3,10031,Hérémence,Hérémence,,,,
13032,6087,12.09.1848,,3,10031,Saint-Martin (VS),Saint-Martin (VS),,,,
15485,6090,01.01.2011,,3,10031,Mont-Noble,Mont-Noble,3266,,,
10032,2304,12.09.1848,,2,23,Bezirk Goms,Goms,100,,,
11883,6052,12.09.1848,,3,10032,Bellwald,Bellwald,,,,
11892,6054,12.09.1848,,3,10032,Binn,Binn,,,,
12017,6058,12.09.1848,,3,10032,Fieschertal,Fieschertal,,,,
12018,6057,12.09.1848,,3,10032,Fiesch,Fiesch,,,,
12609,6061,12.09.1848,,3,10032,Lax,Lax,,,,
14504,6056,01.10.2004,,3,10032,Ernen,Ernen,2303,,,
14958,6076,01.01.2009,,3,10032,Obergoms,Obergoms,2756,,,
16075,6077,01.01.2017,,3,10032,Goms,Goms,3577,,,
10033,2303,12.09.1848,,2,23,District d'Entremont,Entremont,100,,,
11846,6032,12.09.1848,,3,10033,Bourg-Saint-Pierre,Bourg-Saint-Pierre,,,,
12790,6033,12.09.1848,,3,10033,Liddes,Liddes,,,,
13002,6035,12.09.1848,,3,10033,Sembrancher,Sembrancher,,,,
13134,6034,12.09.1848,,3,10033,Orsières,Orsières,,,,
16601,6037,01.01.2021,,3,10033,Val de Bagnes,Val de Bagnes,3944,,,
10034,2302,12.09.1848,,2,23,District de Conthey,Conthey,100,,,
10923,6025,01.01.1880,,3,10034,Vétroz,Vétroz,3706,,,
11418,6022,12.09.1848,,3,10034,Chamoson,Chamoson,,,,
11635,6023,01.01.1880,,3,10034,Conthey,Conthey,3706,,,
11763,6021,12.09.1848,,3,10034,Ardon,Ardon,,,,
12518,6024,12.09.1848,,3,10034,Nendaz,Nendaz,,,,
10035,2301,12.09.1848,,2,23,Bezirk Brig,Brig,100,,,
10159,6011,12.09.1848,,3,10035,Zwischbergen,Zwischbergen,,,,
10560,6010,12.09.1848,,3,10035,Termen,Termen,,,,
12132,6004,12.09.1848,,3,10035,Eggerberg,Eggerberg,,,,
12984,6009,12.09.1848,,3,10035,Simplon,Simplon,,,,
13228,6002,01.10.1972,,3,10035,Brig-Glis,Brig-Glis,1043,,,
13759,6008,01.01.1994,,3,10035,Ried-Brig,Ried-Brig,1567,,,
15617,6007,01.01.2013,,3,10035,Naters,Naters,3396,,,
10125,2309,12.09.1848,,2,23,Bezirk Raron,Raron,100,,,
10337,6202,12.09.1848,,3,10125,Wiler (Lötschen),Wiler (Lötschen),,,,
10860,6201,12.09.1848,,3,10125,Unterbäch,Unterbäch,,,,
11485,6193,12.09.1848,,3,10125,Bürchen,Bürchen,,,,
11675,6191,01.01.1923,,3,10125,Ausserberg,Ausserberg,3792,,,
11807,6172,12.09.1848,,3,10125,Bister,Bister,,,,
11808,6173,12.09.1848,,3,10125,Bitsch,Bitsch,,,,
11818,6192,12.09.1848,,3,10125,Blatten,Blatten,,,,
11995,6195,12.09.1848,,3,10125,Ferden,Ferden,,,,
12079,6177,12.09.1848,,3,10125,Grengiols,Grengiols,,,,
12151,6194,12.09.1848,,3,10125,Eischoll,Eischoll,,,,
12511,6198,12.09.1848,,3,10125,Niedergesteln,Niedergesteln,,,,
12686,6197,12.09.1848,,3,10125,Kippel,Kippel,,,,
13162,6199,12.09.1848,,3,10125,Raron,Raron,,,,
14468,6181,01.11.2003,,3,10125,Riederalp,Riederalp,2268,,,
14960,6203,01.01.2009,,3,10125,Mörel-Filet,Mörel-Filet,2758,,,
14961,6204,01.01.2009,,3,10125,Steg-Hohtenn,Steg-Hohtenn,2759,,,
15649,6205,01.01.2014,,3,10125,Bettmeralp,Bettmeralp,3425,,,
10177,2310,12.09.1848,,2,23,District de Saint-Maurice,Saint-Maurice,100,,,
10917,6219,01.01.1913,,3,10177,Vernayaz,Vernayaz,3773,,,
10919,6220,12.09.1848,,3,10177,Vérossaz,Vérossaz,,,,
11598,6211,12.09.1848,,3,10177,Collonges,Collonges,,,,
12010,6214,12.09.1848,,3,10177,Finhaut,Finhaut,,,,
12207,6212,12.09.1848,,3,10177,Dorénaz,Dorénaz,,,,
12256,6213,12.09.1848,,3,10177,Evionnaz,Evionnaz,,,,
12741,6215,12.09.1848,,3,10177,Massongex,Massongex,,,,
13016,6218,01.01.1913,,3,10177,Salvan,Salvan,3773,,,
15620,6217,01.01.2013,,3,10177,Saint-Maurice,Saint-Maurice,3399,,,
10178,2311,12.09.1848,,2,23,District de Sierre,Sierre,100,,,
11396,6232,12.09.1848,,3,10178,Chalais,Chalais,,,,
11610,6235,12.09.1848,,3,10178,Chippis,Chippis,,,,
12044,6238,12.09.1848,,3,10178,Grône,Grône,,,,
12187,6239,01.01.1905,,3,10178,Icogne,Icogne,3755,,,
12797,6240,01.01.1905,,3,10178,Lens,Lens,3755,,,
12857,6246,12.09.1848,,3,10178,Saint-Léonard,Saint-Léonard,,,,
13227,6248,01.10.1972,,3,10178,Sierre,Sierre,1042,,,
14962,6252,01.01.2009,,3,10178,Anniviers,Anniviers,2760,,,
16077,6253,01.01.2017,,3,10178,Crans-Montana,Crans-Montana,3579,,,
16603,6254,01.01.2021,,3,10178,Noble-Contrée,Noble-Contrée,3946,,,
10179,2312,12.09.1848,,2,23,District de Sion,Sion,100,,,
10907,6267,12.09.1848,,3,10179,Veysonnaz,Veysonnaz,,,,
11758,6261,12.09.1848,,3,10179,Arbaz,Arbaz,,,,
12094,6263,12.09.1848,,3,10179,Grimisuat,Grimisuat,,,,
13061,6265,12.09.1848,,3,10179,Savièse,Savièse,,,,
16076,6266,01.01.2017,,3,10179,Sion,Sion,3578,,,
10180,2313,12.09.1848,,2,23,Bezirk Visp,Visp,100,,,
10315,6300,12.09.1848,,3,10180,Zermatt,Zermatt,,,,
10330,6299,12.09.1848,,3,10180,Zeneggen,Zeneggen,,,,
10375,6292,01.01.1870,,3,10180,St. Niklaus,St. Niklaus,3674,,,
10419,6298,12.09.1848,,3,10180,Visperterminen,Visperterminen,,,,
10555,6295,12.09.1848,,3,10180,Täsch,Täsch,,,,
10573,6293,12.09.1848,,3,10180,Stalden (VS),Stalden (VS),,,,
10574,6294,12.09.1848,,3,10180,Staldenried,Staldenried,,,,
10877,6296,12.09.1848,,3,10180,Törbel,Törbel,,,,
11714,6281,12.09.1848,,3,10180,Baltschieder,Baltschieder,,,,
12040,6285,12.09.1848,,3,10180,Grächen,Grächen,,,,
12150,6282,12.09.1848,,3,10180,Eisten,Eisten,,,,
12293,6283,12.09.1848,,3,10180,Embd,Embd,,,,
12598,6286,12.09.1848,,3,10180,Lalden,Lalden,,,,
13180,6287,12.09.1848,,3,10180,Randa,Randa,,,,
13226,6297,01.10.1972,,3,10180,Visp,Visp,1041,,,
14927,6288,01.01.2007,,3,10180,Saas-Almagell,Saas-Almagell,2726,,,
14928,6289,01.01.2007,,3,10180,Saas-Balen,Saas-Balen,2727,,,
14929,6290,01.01.2007,,3,10180,Saas-Fee,Saas-Fee,2728,,,
14930,6291,01.01.2007,,3,10180,Saas-Grund,Saas-Grund,2729,,,
24,24,12.09.1848,,1,,Neuchâtel,NE,,,,
10320,2400,01.01.2018,,2,24,Canton de Neuchâtel,Cant. de Neuchâtel,156,,Canton qui n’est pas subdivisé en districts,Kanton ohne Bezirksunterteilung
16089,6404,01.01.2018,,3,10320,Boudry,Boudry,3591,,,
16091,6408,01.01.2018,,3,10320,Cortaillod,Cortaillod,3593,,,
16093,6413,01.01.2018,,3,10320,Rochefort,Rochefort,3595,,,
16094,6416,01.01.2018,,3,10320,Milvignes,Milvignes,3596,,,
